houseID,title,link,region,zone,meters,other,subway,decoration,heating,price,pricepre,updatedate
101101664602,万科青青2-3复试家具家电全齐,https://bj.lianjia.com/zufang/101101664602.html,万科青青家园,3室3厅,176平米,豆各庄租房/中楼层(共5层)/2003年建板楼,,,,8800,"2018.06.06 更新","2018-06-09 12:27:41"
101101679992,"全明四居  看房方便  环境幽美",https://bj.lianjia.com/zufang/101101679992.html,华展国际公寓,4室2厅,220平米,马甸租房/低楼层(共15层)/1999年建塔楼,距离10号线健德门站639米,,,20000,"2018.06.01 更新","2018-06-09 12:26:24"
101101696665,"瑞新里小区 精装修五居室 家具家电齐全 诚心出租",https://bj.lianjia.com/zufang/101101696665.html,瑞新里小区,5室2厅,231平米,定慧寺租房/高楼层(共15层)/2007年建板塔结合,距离6号线海淀五路居站920米,精装修,集中供暖,23000,"2018.06.02 更新","2018-06-09 12:29:30"
101101700138,"澐澐国际 ，大两居两卫，客厅卧室面积很大，适合居住",https://bj.lianjia.com/zufang/101101700138.html,澐澐国际,3室2厅,180平米,六里桥租房/低楼层(共26层)/2008年建塔楼,,精装修,集中供暖,15000,"2018.06.06 更新","2018-06-09 12:29:17"
101101728743,"双井 CBD总部公寓二期 南向两居 采光好 看房随时",https://bj.lianjia.com/zufang/101101728743.html,CBD总部公寓二期,2室1厅,76平米,双井租房/低楼层(共16层)/2004年建板塔结合,距离7号线广渠门外站1113米,,,9300,"2018.06.08 更新","2018-06-09 12:26:28"
101101736183,"大望路 SOHO现代城 顶层大复式 空房办公",https://bj.lianjia.com/zufang/101101736183.html,SOHO现代城,3室2厅,450平米,CBD租房/高楼层(共36层)/2001年建塔楼,距离1号线大望路站26米,精装修,集中供暖,75000,"2018.06.02 更新","2018-06-09 12:26:39"
101101774488,"精装四居 看房有钥匙 有车位 欢迎咨询",https://bj.lianjia.com/zufang/101101774488.html,金隅山墅,4室2厅,205平米,玉泉路租房/中楼层(共4层)/2008年建,,精装修,自供暖,22000,"2018.06.09 更新","2018-06-09 12:28:59"
101101786748,"燕西台联排中间户 最南排南花园100平*装修拎包入住",https://bj.lianjia.com/zufang/101101786748.html,燕西台,5室2厅,385平米,西山租房/低楼层(共1层)/2009年建,,精装修,自供暖,50000,"2018.06.04 更新","2018-06-09 12:29:33"
101101788949,"世纪城 上河村三区 复式办公五居室",https://bj.lianjia.com/zufang/101101788949.html,鲁艺上河村三区,5室2厅,283平米,世纪城租房/中楼层(共5层)/2007年建板楼,距离10号线长春桥站782米,精装修,集中供暖,45000,"2018.06.01 更新","2018-06-09 12:28:57"
101101797665,毛纺厂西小区精装修两居室户型方正,https://bj.lianjia.com/zufang/101101797665.html,毛纺厂西小区,2室1厅,52平米,清河租房/低楼层(共6层)/1992年建板楼,,精装修,集中供暖,8000,"2018.06.01 更新","2018-06-09 12:29:54"
101101806892,"大户型 精装修  南北通透 采光好",https://bj.lianjia.com/zufang/101101806892.html,北京华侨城2号院,3室2厅,199平米,欢乐谷租房/中楼层(共18层)/2006年建板楼,距离7号线欢乐谷景区站727米,,,20000,"2018.06.08 更新","2018-06-09 12:27:28"
101101826831,"健德门 华亭高层5居 东南向 精装修 家具家电齐全",https://bj.lianjia.com/zufang/101101826831.html,华亭嘉园,5室2厅,305平米,健翔桥租房/高楼层(共32层)/2000年建塔楼,距离8号线奥体中心站1168米,精装修,集中供暖,32000,"2018.06.01 更新","2018-06-09 12:27:03"
101101834876,惠新西街北四环罗马花园精装修2居室适合办公随时入住,https://bj.lianjia.com/zufang/101101834876.html,罗马花园,2室1厅,141平米,惠新西街租房/低楼层(共25层)/1995年建塔楼,距离5号线惠新西街北口站352米,,,12000,"2018.06.03 更新","2018-06-09 12:26:55"
101101848462,太阳国际公馆下跃四居室，超精装修，拎包入住。,https://bj.lianjia.com/zufang/101101848462.html,太阳国际公馆,4室2厅,226平米,太阳宫租房/低楼层(共20层)/2003年建板塔结合,距离10号线太阳宫站992米,精装修,自供暖,24800,"2018.06.01 更新","2018-06-09 12:27:28"
101101862578,5号线10号线胜古南里中低楼层大两居室,https://bj.lianjia.com/zufang/101101862578.html,胜古南里,3室1厅,62平米,惠新西街租房/低楼层(共6层)/1988年建板楼,距离5号线和平西桥站376米,,,6000,"2018.06.04 更新","2018-06-09 12:26:26"
101101887386,"女人街 莱太花卉商场 华远九都汇 U.S. Embassy",https://bj.lianjia.com/zufang/101101887386.html,华远九都汇,5房间1卫,249平米,燕莎租房/低楼层(共4层)/2011年建板楼,,精装修,集中供暖,90000,"2018.06.02 更新","2018-06-09 12:28:54"
101101890420,"东南精装三居室 小区管理好 随时入住",https://bj.lianjia.com/zufang/101101890420.html,中海雅园,3室1厅,154平米,紫竹桥租房/高楼层(共19层)/2000年建塔楼,距离6号线慈寿寺站867米,精装修,集中供暖,13000,"2018.06.04 更新","2018-06-09 12:29:25"
101101891016,华悦国际公寓186平精装修3居室出租,https://bj.lianjia.com/zufang/101101891016.html,华悦国际公寓,3室2厅,185平米,亚运村租房/高楼层(共9层)/2006年建板塔结合,距离5号线大屯路东站734米,精装修,集中供暖,25000,"2018.06.07 更新","2018-06-09 12:27:11"
101101891495,"wehouse 联排边户 精装修 实际使用面积达550平米",https://bj.lianjia.com/zufang/101101891495.html,Wehouse,5室2厅,212平米,四季青租房/低楼层(共3层)/2005年建,,精装修,自供暖,60000,"2018.06.07 更新","2018-06-09 12:29:31"
101101897465,"中广宜景湾 空房大宅 居住或少数人办公 品质之选",https://bj.lianjia.com/zufang/101101897465.html,中广宜景湾,4室2厅,236平米,望京租房/低楼层(共13层)/2008年建板楼,,,,21000,"2018.06.03 更新","2018-06-09 12:26:15"
101101912064,滨河花园南北通透，高标准精装修大三居,https://bj.lianjia.com/zufang/101101912064.html,阳光上东滨河花园,3室2厅,261平米,酒仙桥租房/中楼层(共5层)/2005年建板楼,,精装修,集中供暖,45000,"2018.06.04 更新","2018-06-09 12:27:15"
101101918562,"扬州水乡叠拼别墅 业主诚意出租",https://bj.lianjia.com/zufang/101101918562.html,扬州水乡,4室2厅,290平米,豆各庄租房/低楼层(共3层)/2004年建,,精装修,自供暖,22000,"2018.06.09 更新","2018-06-09 12:27:00"
101101957503,"亚运新新林澜园 稀有两居室 一层带花园",https://bj.lianjia.com/zufang/101101957503.html,亚运新新家园林澜园,2室2厅,149平米,亚运村小营租房/低楼层(共7层)/2006年建板楼,,精装修,集中供暖,25000,"2018.06.04 更新","2018-06-09 12:27:00"
101101966204,"钻河公馆 1房间1卫 9000元",https://bj.lianjia.com/zufang/101101966204.html,钻河公馆,1房间1卫,45平米,西直门租房/中楼层(共14层)/2010年建板塔结合,距离2号线西直门站514米,精装修,集中供暖,9000,"2018.06.05 更新","2018-06-09 12:29:33"
101101979409,"上元君庭  精装三居  东西北  三面朝向",https://bj.lianjia.com/zufang/101101979409.html,上元君庭,3室1厅,145平米,奥林匹克公园租房/中楼层(共31层)/2007年建板楼,距离5号线北苑路北站1022米,精装修,自供暖,15000,"2018.06.08 更新","2018-06-09 12:27:25"
101102009666,北京花园，优质三居，干净整洁，可拎包入住,https://bj.lianjia.com/zufang/101102009666.html,北京花园,3室2厅,199平米,燕莎租房/高楼层(共6层)/2006年建板楼,,精装修,集中供暖,36000,"2018.05.30 更新","2018-06-09 12:27:11"
101102016020,"碧水云天高楼层南北通透大三居 精装可拎包入住",https://bj.lianjia.com/zufang/101102016020.html,碧水云天,3室2厅,171平米,万柳租房/高楼层(共12层)/2004年建板楼,距离西郊线巴沟站938米,精装修,集中供暖,25000,"2018.06.04 更新","2018-06-09 12:29:27"
101102034775,"住邦2000南北通透大四居 精装修 可拎包入住",https://bj.lianjia.com/zufang/101102034775.html,住邦2000,4室2厅,210平米,四惠租房/中楼层(共14层)/2006年建板楼,,精装修,集中供暖,30000,"2018.06.08 更新","2018-06-09 12:27:41"
101102071640,"酒仙桥 酒仙公寓 200平 可办公不可注册",https://bj.lianjia.com/zufang/101102071640.html,酒仙公寓,3室2厅,477平米,大山子租房/高楼层(共21层)/1999年建塔楼,,,,22000,"2018.05.30 更新","2018-06-09 12:26:55"
101102081951,"阜石路三居室  空房出租 可自己装修 看房有钥匙",https://bj.lianjia.com/zufang/101102081951.html,金隅山墅,3室3厅,224平米,玉泉路租房/低楼层(共3层)/2009年建,,,,19000,"2018.06.09 更新","2018-06-09 12:29:00"
101102100050,百朗园155.93平三居室居家办公都可以随时看房随时入住,https://bj.lianjia.com/zufang/101102100050.html,百朗园,3室1厅,155平米,五棵松租房/高楼层(共16层)/2000年建板塔结合,距离1号线玉泉路站882米,精装修,集中供暖,11000,"2018.06.08 更新","2018-06-09 12:29:02"
101102104897,"福熙 简装空房三居室 南北通透 带地下室",https://bj.lianjia.com/zufang/101102104897.html,天润福熙大道,3室2厅,147平米,北苑租房/低楼层(共27层)/2011年建板楼,距离13号线北苑站925米,精装修,集中供暖,17000,"2018.05.27 更新","2018-06-09 12:26:42"
101102121842,一直是业主自住，南北通透，高楼层采光很好,https://bj.lianjia.com/zufang/101102121842.html,首城国际,2室1厅,88平米,双井租房/高楼层(共28层)/2010年建板塔结合,距离7号线九龙山站913米,精装修,集中供暖,11000,"2018.06.08 更新","2018-06-09 12:27:11"
101102129926,"大悦城畔邻湿地公园，星河湾南北通透四居室 看房方便",https://bj.lianjia.com/zufang/101102129926.html,星河湾,4室2厅,372平米,朝青租房/低楼层(共12层)/2006年建板楼,距离6号线青年路站1001米,精装修,自供暖,60000,"2018.06.08 更新","2018-06-09 12:26:31"
101102137875,"景园大厦 精装三居室 外销公寓 看房方便 家具家电齐全",https://bj.lianjia.com/zufang/101102137875.html,景园大厦,3室2厅,194平米,农展馆租房/低楼层(共19层)/1997年建塔楼,距离14号线(东段)朝阳公园站717米,精装修,集中供暖,23000,"2018.06.06 更新","2018-06-09 12:27:18"
101102146367,"品质好 户型棒 管理到位 自带水系",https://bj.lianjia.com/zufang/101102146367.html,三里屯SOHO,3室2厅,193平米,三里屯租房/高楼层(共28层)/2009年建塔楼,距离6号线东大桥站963米,精装修,集中供暖,40000,"2018.05.27 更新","2018-06-09 12:27:11"
101102147076,"枣营地铁 伯宁花园 东南向精装修2居 采光好 拎包入住",https://bj.lianjia.com/zufang/101102147076.html,伯宁花园,2室1厅,124平米,农展馆租房/低楼层(共18层)/1996年建塔楼,距离14号线(东段)枣营站185米,精装修,集中供暖,14000,"2018.05.31 更新","2018-06-09 00:12:59"
101102186842,"太阳国际公馆大三居 可办公可居家 看房随时",https://bj.lianjia.com/zufang/101102186842.html,太阳国际公馆,3室2厅,196平米,太阳宫租房/中楼层(共20层)/2003年建板塔结合,距离10号线太阳宫站992米,精装修,自供暖,20000,"2018.05.30 更新","2018-06-09 12:26:24"
101102194385,牡丹园马甸冠城南园大三居精装临地铁,https://bj.lianjia.com/zufang/101102194385.html,冠城南园,3室2厅,146平米,马甸租房/低楼层(共24层)/1998年建塔楼,距离10号线健德门站658米,精装修,集中供暖,15000,"2018.06.08 更新","2018-06-09 12:28:59"
101102199517,"燕华苑两套打通大户型 带花园两套总计45000",https://bj.lianjia.com/zufang/101102199517.html,燕华苑,1室1厅,140平米,建国门外租房/低楼层(共27层)/1998年建塔楼,距离1号线建国门站380米,精装修,集中供暖,14000,"2018.06.05 更新","2018-06-09 12:27:45"
101102202599,"三元桥 地铁10号线 燕莎商圈 国际港东向2居",https://bj.lianjia.com/zufang/101102202599.html,国际港,2室2厅,107平米,燕莎租房/低楼层(共23层)/2002年建板塔结合,距离机场线三元桥站715米,,,13000,"2018.06.06 更新","2018-06-09 12:27:11"
101102217692,"紫竹桥 大复式 简单装修 实际使用面积大",https://bj.lianjia.com/zufang/101102217692.html,豪柏国际公寓,4室2厅,372平米,紫竹桥租房/高楼层(共14层)/2004年建塔楼,距离6号线花园桥站953米,,,20000,"2018.06.08 更新","2018-06-09 12:29:13"
101102225228,"南湖东园一区  全南向两居两卫带储物间  有电梯",https://bj.lianjia.com/zufang/101102225228.html,南湖东园一区,2室1厅,123平米,望京租房/高楼层(共28层)/1998年建塔楼,距离14号线(东段)东湖渠站883米,精装修,集中供暖,7800,"2018.06.05 更新","2018-06-09 12:26:46"
101102230963,"林萃路 倚林佳园别墅区 可办公 上叠拼3层 精装五居",https://bj.lianjia.com/zufang/101102230963.html,倚林佳园,5室2厅,247平米,奥林匹克公园租房/低楼层(共3层)/2002年建,距离8号线林萃桥站967米,,,23500,"2018.06.01 更新","2018-06-09 12:26:55"
101102232098,"国风上观南北四居 家私齐装修好",https://bj.lianjia.com/zufang/101102232098.html,国风上观,4室2厅,196平米,望京租房/低楼层(共27层)/2010年建板楼,距离14号线(东段)望京南站1187米,精装修,自供暖,16000,"2018.06.05 更新","2018-06-09 12:26:18"
101102239309,"房子月底到期,业主诚意找租户,可以提前签约",https://bj.lianjia.com/zufang/101102239309.html,温莎大道,4室2厅,336平米,CBD租房/低楼层(共30层)/2005年建塔楼,距离1号线永安里站574米,精装修,集中供暖,45000,"2018.06.03 更新","2018-06-09 12:27:41"
101102251378,"常楹公元自由派 舒适便利 配置好 保持新 近地铁常营",https://bj.lianjia.com/zufang/101102251378.html,常楹公元自由派,1房间0卫,62平米,管庄租房/低楼层(共23层)/2015年建板楼,距离6号线常营站898米,精装修,集中供暖,12000,"2018.06.03 更新","2018-06-09 12:28:44"
101102253134,慧忠北里一层业主诚意出租、有钥匙、看房方便,https://bj.lianjia.com/zufang/101102253134.html,慧忠北里,5室1厅,179平米,亚运村租房/低楼层(共24层)/2000年建塔楼,距离15号线安立路站415米,,,25000,"2018.06.07 更新","2018-06-09 12:26:34"
101102260439,10号线潘家园劲松农光里精装修三居,https://bj.lianjia.com/zufang/101102260439.html,农光里,2室2厅,110平米,劲松租房/高楼层(共14层)/2000年建板塔结合,距离10号线劲松站807米,精装修,集中供暖,10000,"2018.06.05 更新","2018-06-09 12:27:25"
101102261915,"四季青玫瑰御园 南北精装大三居 人车分流 带地下车位",https://bj.lianjia.com/zufang/101102261915.html,玫瑰御园,3室1厅,157平米,四季青租房/中楼层(共11层)/2005年建板楼,距离10号线车道沟站1030米,精装修,集中供暖,24000,"2018.06.07 更新","2018-06-09 12:29:25"
101102271239,"天创世缘 三居室办公房出租 西南朝向",https://bj.lianjia.com/zufang/101102271239.html,天创世缘,3室1厅,161平米,亚运村租房/高楼层(共31层)/2001年建塔楼,距离15号线安立路站322米,,,15000,"2018.05.27 更新","2018-06-09 12:26:19"
101102277354,"亚奥观典 大三居 精装修 温馨舒适",https://bj.lianjia.com/zufang/101102277354.html,亚奥观典,3室1厅,179平米,亚运村租房/低楼层(共21层)/2008年建塔楼,距离15号线安立路站1083米,精装修,集中供暖,17000,"2018.06.09 更新","2018-06-09 12:26:55"
101102277763,"中雅大厦 办公大楼 可长租 随时签约",https://bj.lianjia.com/zufang/101102277763.html,中雅大厦,2室1厅,151平米,军博租房/中楼层(共16层)/2000年建板塔结合,,精装修,自供暖,13500,"2018.06.05 更新","2018-06-09 12:29:07"
101102283251,"亚奥万和四季 毛坯 随时看房 包含车位",https://bj.lianjia.com/zufang/101102283251.html,亚奥万和四季,3室2厅,250平米,北苑租房/中楼层(共4层)/2016年建板楼,,,,20000,"2018.06.07 更新","2018-06-09 12:27:11"
101102285838,南北大三居室，单独客厅，单独餐厅，空房出租,https://bj.lianjia.com/zufang/101102285838.html,富力城C区,3室2厅,228平米,双井租房/中楼层(共18层)/2005年建板塔结合,距离10号线双井站715米,精装修,集中供暖,28000,"2018.06.03 更新","2018-06-09 12:26:46"
101102294485,"五矿万科如园 精装空房 业主稳定出租 看房方便",https://bj.lianjia.com/zufang/101102294485.html,五矿万科如园,4室2厅,287平米,西北旺租房/中楼层(共11层)/2017年建板楼,距离16号线西北旺站889米,精装修,集中供暖,28000,"2018.06.09 更新","2018-06-09 12:29:35"
101102294513,"建外西区露台有赠送100平面积 共300平面积 超大三居",https://bj.lianjia.com/zufang/101102294513.html,建外SOHO,3室1厅,201平米,CBD租房/低楼层(共25层)/2005年建塔楼,距离1号线国贸站568米,精装修,集中供暖,54000,"2018.06.03 更新","2018-06-09 12:27:08"
101102297158,"辉煌国际自住居家* 家具家电全齐",https://bj.lianjia.com/zufang/101102297158.html,辉煌国际,1房间1卫,67平米,上地租房/低楼层(共23层)/2007年建塔楼,距离13号线西二旗站502米,精装修,自供暖,6500,"2018.05.31 更新","2018-06-09 12:29:28"
101102298294,"鑫德嘉园 东向三居室 采光好 安静",https://bj.lianjia.com/zufang/101102298294.html,鑫德嘉园,3室1厅,120平米,魏公村租房/中楼层(共20层)/2000年建板塔结合,,精装修,集中供暖,13500,"2018.06.07 更新","2018-06-09 12:29:15"
101102305531,底商改住宅，还有营业执照，正在装修,https://bj.lianjia.com/zufang/101102305531.html,柳芳北里,2室1厅,54平米,国展租房/低楼层(共6层)/1988年建板楼,距离13号线柳芳站799米,,,10000,"2018.06.03 更新","2018-06-09 12:27:28"
101102312706,"万 城 华 府 优 质 四 居 室",https://bj.lianjia.com/zufang/101102312706.html,万城华府,4室2厅,351平米,万柳租房/中楼层(共5层)/2004年建板楼,距离西郊线巴沟站682米,精装修,集中供暖,95000,"2018.06.02 更新","2018-06-09 12:29:35"
101102317588,"大悦城畔邻湿地公园 星河湾南北通透复式五居 看房方便",https://bj.lianjia.com/zufang/101102317588.html,星河湾,5室2厅,508平米,朝青租房/低楼层(共12层)/2006年建板楼,距离6号线青年路站825米,精装修,自供暖,75000,"2018.06.08 更新","2018-06-09 12:26:24"
101102318272,"远洋一方花语苑下跃 家具家电齐全 看房方便",https://bj.lianjia.com/zufang/101102318272.html,远洋一方花语苑,3室2厅,217平米,双桥租房/低楼层(共7层)/2009年建板楼,,精装修,自供暖,16000,"2018.06.04 更新","2018-06-09 12:27:45"
101102321660,"西山美墅馆联排别墅 五居室 停车方便 稳定长租",https://bj.lianjia.com/zufang/101102321660.html,西山美墅馆J区,5室2厅,344平米,西山租房/地下室(共3层)/2004年建,,精装修,自供暖,42000,"2018.06.08 更新","2018-06-09 12:29:35"
101102327375,"三里屯 康堡花园 精装修两居室 精装出租 随时看房",https://bj.lianjia.com/zufang/101102327375.html,康堡花园,2室1厅,126平米,三里屯租房/中楼层(共23层)/2003年建板塔结合,距离6号线东大桥站641米,精装修,集中供暖,18600,"2018.05.28 更新","2018-06-09 12:27:21"
101102332145,"银座九号249平复式 可办公可居家可合租 随时看房",https://bj.lianjia.com/zufang/101102332145.html,银座九号,4室2厅,249平米,亚运村小营租房/中楼层(共11层)/2000年建塔楼,,,,25000,"2018.06.01 更新","2018-06-09 12:26:19"
101102332659,"大西洋新城 精装修 大复式 一直自住出租",https://bj.lianjia.com/zufang/101102332659.html,大西洋新城D区,4室2厅,306平米,望京租房/中楼层(共22层)/2000年建板塔结合,距离14号线(东段)阜通站412米,精装修,集中供暖,26000,"2018.05.30 更新","2018-06-09 12:27:11"
101102335665,北京花园，优质三居，干净整洁，可拎包入住,https://bj.lianjia.com/zufang/101102335665.html,北京花园,4室2厅,265平米,燕莎租房/高楼层(共6层)/2006年建板楼,,精装修,集中供暖,42000,"2018.05.30 更新","2018-06-09 12:27:03"
101102335714,山水倾城错层精装4居室业主首租,https://bj.lianjia.com/zufang/101102335714.html,山水倾城,4室2厅,172平米,万柳租房/中楼层(共12层)/2003年建塔楼,,精装修,集中供暖,21000,"2018.06.06 更新","2018-06-09 12:28:57"
101102336301,"亚运新新竹溪园 小资洋房 带顶层阁楼 采光视野好",https://bj.lianjia.com/zufang/101102336301.html,亚运新新家园竹溪园,4室2厅,259平米,亚运村小营租房/高楼层(共7层)/2003年建板楼,,精装修,集中供暖,38800,"2018.06.04 更新","2018-06-09 12:26:46"
101102339028,"恒大书院 半下沉别墅出租 上下三层自带车库燃气",https://bj.lianjia.com/zufang/101102339028.html,恒大书院,6房间3卫,177平米,北苑租房/地下室(共1层)/,,,,25000,"2018.06.02 更新","2018-06-09 12:27:30"
101102343249,"大两居 看房方便 有钥匙 诚心出租",https://bj.lianjia.com/zufang/101102343249.html,首师大东校区,2室1厅,88平米,甘家口租房/低楼层(共18层)/1999年建塔楼,距离9号线白堆子站393米,精装修,集中供暖,8800,"2018.06.02 更新","2018-06-09 12:29:00"
101102344345,板楼两居，精装修，随时起租，随时入住,https://bj.lianjia.com/zufang/101102344345.html,望京花园西区,2室1厅,82平米,望京租房/中楼层(共5层)/2000年建板楼,距离14号线(东段)东湖渠站568米,精装修,集中供暖,13000,"2018.06.07 更新","2018-06-09 12:27:20"
101102344382,"爱这城东向一居 户型方正 居住舒适 随时看房",https://bj.lianjia.com/zufang/101102344382.html,爱这城一期,1室1厅,66平米,十里堡租房/中楼层(共18层)/2006年建塔楼,,精装修,集中供暖,7500,"2018.06.07 更新","2018-06-09 12:26:18"
101102346587,"三元桥 凤凰城三期 南北通透三居 随时起租",https://bj.lianjia.com/zufang/101102346587.html,凤凰城三期,3室1厅,165平米,三元桥租房/低楼层(共31层)/2006年建板楼,距离机场线三元桥站472米,精装修,集中供暖,23000,"2018.06.07 更新","2018-06-09 12:26:28"
101102348803,"泰禾北京院子 高品质享受 大平层 位置好 舒服",https://bj.lianjia.com/zufang/101102348803.html,泰禾北京院子,3室1厅,166平米,中央别墅区租房/中楼层(共7层)/2014年建板楼,,精装修,自供暖,28000,"2018.05.29 更新","2018-06-09 12:27:25"
101102351674,"漪龙台 复试两居室 精装修 紧邻龙潭湖",https://bj.lianjia.com/zufang/101102351674.html,漪龙台,2室2厅,112平米,潘家园租房/低楼层(共22层)/2004年建塔楼,,,,10500,"2018.06.02 更新","2018-06-09 12:27:25"
101102353153,"北京财富公寓 高层南向三居室 精装修 随时拎包入住",https://bj.lianjia.com/zufang/101102353153.html,北京财富中心,3室2厅,252平米,东大桥租房/高楼层(共42层)/2005年建塔楼,距离10号线金台夕照站284米,精装修,集中供暖,45000,"2018.06.04 更新","2018-06-09 12:27:23"
101102355624,"泛海.澜海园大四居 带一车位 独梯独户 观光电梯入",https://bj.lianjia.com/zufang/101102355624.html,泛海国际澜海园,4室2厅,309平米,朝阳公园租房/中楼层(共15层)/2009年建板楼,,精装修,集中供暖,49000,"2018.06.07 更新","2018-06-09 12:26:42"
101102356021,"安河桥北 古月园精装三居 拎包入住",https://bj.lianjia.com/zufang/101102356021.html,天秀花园古月园,3室2厅,183平米,马连洼租房/中楼层(共7层)/2003年建板楼,,精装修,自供暖,15500,"2018.06.06 更新","2018-06-09 12:29:23"
101102360801,"和平街十一区 正规三居室 市政供暖 低楼层 随时入住",https://bj.lianjia.com/zufang/101102360801.html,和平街十一区,3室2厅,105平米,和平里租房/低楼层(共6层)/2001年建板楼,距离5号线和平西桥站510米,,,13000,"2018.06.06 更新","2018-06-09 12:27:56"
101102361676,"14年全新房 一直未住 拎包即住 随时起租",https://bj.lianjia.com/zufang/101102361676.html,公园1872,4室2厅,312平米,石佛营租房/低楼层(共35层)/2014年建板楼,距离6号线十里堡站661米,精装修,集中供暖,55000,"2018.06.08 更新","2018-06-09 12:26:39"
101102363627,"东坝利锦府 精装 装修好 看房方便",https://bj.lianjia.com/zufang/101102363627.html,利锦府,2房间2卫,40平米,东坝租房/低楼层(共19层)/2017年建板楼,,精装修,集中供暖,6000,"2018.06.08 更新","2018-06-09 12:28:28"
101102365524,"牡丹园地铁 精装修南向一居室 房间配套齐全 出行方便",https://bj.lianjia.com/zufang/101102365524.html,龙翔路小区,1室1厅,44平米,牡丹园租房/低楼层(共6层)/1997年建板楼,距离10号线牡丹园站829米,精装修,集中供暖,5500,"2018.06.06 更新","2018-06-09 12:29:27"
101102372938,"朝青 姚家园 逸翠园精装四居 南北通透 中低楼层",https://bj.lianjia.com/zufang/101102372938.html,逸翠园,4室2厅,231平米,朝青租房/中楼层(共9层)/2006年建板楼,,精装修,自供暖,26000,"2018.05.30 更新","2018-06-09 12:26:13"
101102373277,"CBD 大望路SOHO现代城北区精装修两居室",https://bj.lianjia.com/zufang/101102373277.html,SOHO现代城,2室1厅,142平米,CBD租房/低楼层(共36层)/2001年建塔楼,距离1号线大望路站26米,精装修,集中供暖,25000,"2018.06.08 更新","2018-06-09 12:27:30"
101102377419,"美墅馆 LOFT户型  居家装修 可办公  使用面积190平",https://bj.lianjia.com/zufang/101102377419.html,西山美墅馆A区,3室2厅,89平米,西山租房/低楼层(共3层)/2003年建,,精装修,集中供暖,16000,"2018.06.04 更新","2018-06-09 12:29:00"
101102381073,公主坟大面积办公，可注册，随时起租,https://bj.lianjia.com/zufang/101102381073.html,新华联国际,5房间2卫,178平米,公主坟租房/高楼层(共23层)/2007年建板塔结合,,精装修,集中供暖,30000,"2018.06.07 更新","2018-06-09 12:29:27"
